Age,Gender,Education,Person Income,Employee Experience,Home Onwership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Previous Loan,Loan Status
32,1,1,45467,9,3,5000,5,11.49,0.11,7,725,0,0
32,1,0,45441,8,3,5000,1,9.62,0.11,7,633,0,0
27,1,4,44289,0,0,6825,1,8.32,0.15,9,675,0,1
32,1,4,45402,8,3,5000,5,12.53,0.11,9,630,1,0
32,0,1,45738,11,3,5000,3,6.03,0.11,9,697,1,0
27,0,3,38975,9,3,5000,2,6.62,0.13,7,566,0,1
28,0,4,44179,5,0,15450,3,11.01,0.35,8,656,0,1
32,1,1,46504,7,3,5000,5,16.35,0.11,5,656,0,0
32,0,1,39402,12,3,5000,0,18.25,0.13,7,654,0,1
27,0,1,44248,7,0,5000,1,6.62,0.11,9,592,0,1
29,0,0,39391,6,3,5000,4,14.84,0.13,8,665,0,1
29,0,4,51718,7,2,2500,1,8.0,0.05,5,614,0,0
29,0,3,46577,7,3,5000,3,11.36,0.11,5,654,0,0
27,1,1,51596,2,1,2400,5,7.74,0.05,8,582,0,0
28,0,0,51601,6,0,13200,5,11.48,0.26,8,669,0,0
29,0,3,39524,6,3,5000,2,11.01,0.13,10,593,0,1
27,0,1,46949,4,3,5000,3,9.63,0.11,10,662,0,0
28,0,0,51385,6,2,12000,3,11.86,0.23,6,665,0,0
27,1,3,46853,4,3,5000,3,7.51,0.11,5,663,0,0
32,1,0,46915,7,3,5000,3,10.25,0.11,9,624,1,0
28,0,1,47217,5,3,5000,0,13.49,0.11,6,647,0,0
31,1,3,51620,8,2,2000,5,6.92,0.04,9,646,1,0
28,1,4,47268,5,3,5000,1,11.01,0.11,5,567,1,0
27,1,4,47235,6,3,5000,3,9.88,0.11,10,679,1,0
33,0,4,47166,9,3,5000,0,7.14,0.11,10,627,0,0
28,0,4,47823,4,3,5000,5,10.25,0.1,10,684,0,0
27,1,1,51977,3,0,8000,0,13.06,0.15,5,491,1,0
28,0,0,48428,5,3,5000,1,12.87,0.1,10,679,1,0
34,1,0,48817,8,3,5000,4,7.51,0.1,6,544,0,0
28,0,1,41551,4,3,5000,4,7.9,0.12,5,679,0,1
27,1,4,48873,6,3,5000,4,8.49,0.1,8,667,0,0
27,0,3,49053,5,3,5000,3,11.99,0.1,9,540,0,0
27,0,1,49022,3,3,5000,1,7.29,0.1,5,619,0,0
35,0,3,41992,16,3,5000,1,16.32,0.12,6,642,0,1
28,1,1,41666,7,3,5000,5,14.26,0.12,9,709,0,1
34,1,3,49416,13,3,5000,5,12.53,0.1,10,564,1,0
35,1,3,42019,8,3,5000,0,15.45,0.12,6,618,0,1
31,0,3,48886,9,3,5000,5,9.45,0.1,10,661,0,0
34,1,0,52469,12,2,7675,1,13.87,0.15,8,689,0,0
27,0,0,41579,5,3,5000,3,10.25,0.12,10,602,0,1
27,0,4,49685,1,3,5000,3,13.49,0.1,8,591,0,0
35,1,1,50072,14,3,5000,5,6.54,0.1,5,543,1,0
27,1,0,42772,3,3,5000,3,16.7,0.12,9,568,0,1
28,0,3,42787,8,3,5000,2,8.9,0.12,9,594,0,1
29,1,1,50428,7,3,5000,4,11.49,0.1,9,536,1,0
31,0,1,49984,9,3,5000,3,15.28,0.1,10,695,0,0
34,1,0,50961,14,3,5000,4,10.65,0.1,6,646,0,0
28,1,4,51512,8,3,5000,3,5.42,0.1,5,590,0,0
29,1,1,51029,6,3,5000,3,15.99,0.1,6,591,1,0
35,1,3,51586,15,3,5000,3,6.99,0.1,10,683,1,0
34,0,0,51082,9,3,5000,5,11.01,0.1,5,671,1,0
27,0,1,51204,2,3,5000,4,10.99,0.1,10,611,0,0
28,0,3,52328,7,0,15000,5,6.03,0.29,5,553,1,0
27,0,4,51325,4,3,5000,3,11.11,0.1,9,663,0,0
27,1,1,51438,3,3,5000,0,5.42,0.1,5,678,1,0
31,1,1,51792,11,3,5000,3,11.86,0.1,9,688,1,0
30,1,3,51470,8,3,5000,3,11.01,0.1,7,632,0,0
28,1,3,53163,2,0,5000,4,12.99,0.09,5,556,1,0
29,0,1,51677,4,3,5000,4,11.01,0.1,6,705,0,0
32,0,3,51647,10,3,5000,0,10.08,0.1,9,627,1,0
28,1,2,51461,6,3,5000,3,10.36,0.1,5,636,1,0
27,1,3,51530,9,3,5000,5,11.49,0.1,10,686,0,0
31,1,0,51227,6,3,5000,0,10.36,0.1,9,645,1,0
32,0,1,44654,10,3,5000,2,6.91,0.11,5,653,0,1
27,1,1,52403,6,0,17500,5,7.29,0.33,7,623,0,0
27,1,1,52839,2,3,5000,3,13.61,0.09,6,702,1,0
28,0,3,52817,5,3,5000,3,11.71,0.09,9,646,1,0
31,0,0,52395,10,3,5000,3,9.99,0.1,10,681,0,0
30,0,3,52664,5,3,5000,5,9.62,0.09,9,551,1,0
28,1,1,52872,4,0,13800,3,6.91,0.26,6,655,1,0
33,1,3,52639,7,0,10000,2,13.35,0.19,10,632,1,0
28,1,1,46520,5,3,5000,4,13.49,0.11,6,646,0,1
28,1,1,53439,2,3,5000,0,5.42,0.09,7,657,1,0
35,0,4,54627,11,3,5000,1,6.92,0.09,7,542,1,0
27,1,4,52547,4,2,15000,1,7.51,0.29,5,554,1,0
35,1,4,47515,11,3,5000,3,9.99,0.11,6,696,0,1
28,0,1,47912,6,3,5000,0,5.99,0.1,7,653,0,1
28,1,3,52644,5,0,12000,2,13.48,0.23,6,535,0,0
34,0,1,52495,12,0,11000,0,7.88,0.21,10,636,1,0
32,1,0,52525,6,0,12000,5,7.88,0.23,7,641,1,0
31,0,1,54743,10,3,5000,5,13.35,0.09,8,675,1,0
32,1,1,47725,9,3,5000,3,14.09,0.1,10,604,0,1
32,0,1,55012,10,3,5000,0,10.36,0.09,5,677,1,0
32,1,3,54797,8,3,5000,4,7.88,0.09,10,502,1,0
28,1,3,54832,4,3,5000,4,12.73,0.09,7,683,1,0
28,1,4,52335,5,0,8000,2,9.32,0.15,10,688,1,0
33,1,4,55437,10,3,5000,4,15.99,0.09,6,635,1,0
27,0,1,55546,3,3,5000,1,11.71,0.09,5,595,1,0
29,1,1,52914,4,0,10000,3,8.0,0.19,9,539,1,0
28,0,1,44931,6,0,6000,2,12.53,0.13,9,657,0,1
30,1,0,56132,4,3,5000,3,11.01,0.09,9,603,1,0
31,1,1,52536,8,0,3000,5,8.9,0.06,6,674,1,0
29,1,0,57554,7,3,5000,4,10.62,0.09,7,615,1,0
31,0,2,50167,9,3,5000,1,16.07,0.1,9,649,0,1
30,0,0,52658,12,0,4200,2,13.49,0.08,7,646,0,0
27,0,3,52702,7,2,5000,5,12.69,0.09,8,602,1,0
34,0,3,57387,11,3,5000,1,12.73,0.09,6,652,1,0
33,1,4,53207,9,0,5000,0,7.51,0.09,8,601,1,0
30,0,0,51100,7,3,5000,2,16.0,0.1,6,703,0,1
27,1,1,58612,3,3,5000,0,11.71,0.09,7,648,0,0
32,0,1,53119,8,0,15000,2,7.91,0.28,7,725,0,0
31,0,4,51320,10,3,5000,1,8.49,0.1,10,702,0,1
29,1,1,52912,4,2,4625,4,5.42,0.09,6,642,1,0
30,1,1,52669,10,2,2000,2,10.99,0.04,9,711,1,0
32,1,1,58555,11,3,5000,4,6.92,0.09,10,587,1,0
28,0,1,58920,6,3,5000,1,7.29,0.08,8,574,1,0
32,1,4,58537,10,3,5000,0,11.49,0.09,8,631,0,0
29,0,4,51589,5,3,5000,2,14.96,0.1,9,719,0,1
28,1,0,53110,8,2,12250,4,9.99,0.23,6,606,1,0
27,0,0,58713,2,3,5000,3,11.58,0.09,5,683,0,0
30,1,0,52919,5,0,5000,4,11.36,0.09,9,550,1,0
32,1,3,58694,10,3,5000,0,11.97,0.09,10,630,0,0
29,1,0,59308,10,3,5000,0,13.98,0.08,5,728,0,0
28,0,1,59640,7,3,5000,4,12.42,0.08,7,713,1,0
28,0,1,52981,6,0,10000,4,11.12,0.19,9,608,0,0
30,0,4,46338,7,0,12700,3,17.27,0.27,5,612,0,1
27,0,3,53035,4,0,10800,1,10.99,0.2,6,688,1,0
28,0,0,53321,7,0,4000,1,12.69,0.08,8,658,0,0
28,1,1,53883,5,3,5000,2,12.99,0.09,5,615,0,1
30,0,0,53311,10,0,11250,1,13.61,0.21,9,490,1,0
27,0,4,53255,8,0,1200,3,11.01,0.02,5,673,1,0
34,0,2,67444,9,3,9000,5,7.74,0.13,6,659,1,0
27,1,0,53507,5,0,7000,0,10.65,0.13,10,659,0,0
33,0,1,67254,12,3,9000,3,8.49,0.13,5,707,0,0
29,1,1,53087,4,2,10000,0,14.46,0.19,8,641,0,0
27,0,0,69029,5,3,9000,5,13.11,0.13,5,548,1,0
29,1,0,53740,4,2,4800,2,7.05,0.09,7,671,1,0
27,1,4,70024,4,3,9000,0,11.97,0.13,9,681,0,0
27,0,4,53966,3,0,14000,4,10.38,0.26,10,627,1,0
27,1,1,65037,2,3,9000,3,15.58,0.14,7,673,0,1
29,0,1,53630,6,0,7000,5,11.01,0.13,8,689,0,0
29,1,3,72363,8,3,9000,2,5.42,0.12,9,538,1,0
33,1,0,73000,12,3,9000,4,8.49,0.12,5,677,1,0
31,0,1,73079,7,3,9000,3,13.06,0.12,7,621,0,0
33,0,3,53894,10,0,16000,5,7.9,0.3,10,656,1,0
35,0,3,65971,16,3,9000,3,14.46,0.14,9,606,0,1
29,0,4,72822,7,3,9000,1,13.61,0.12,9,610,1,0
28,0,3,53829,7,0,8000,3,10.59,0.15,6,605,1,0
31,1,0,65852,10,3,9000,2,12.49,0.14,7,626,0,1
28,0,0,66951,8,3,9000,2,11.01,0.13,8,629,0,1
30,1,1,74061,6,3,9000,4,11.49,0.12,5,681,0,0
29,1,4,75558,4,3,9000,1,11.01,0.12,9,660,1,0
32,1,4,68159,11,3,9000,3,15.05,0.13,6,675,0,1
32,0,3,54177,10,0,3600,3,6.99,0.07,8,691,0,0
31,1,4,67991,10,3,9000,1,14.46,0.13,5,645,0,1
30,1,4,46615,7,0,10000,1,17.99,0.21,6,727,0,1
29,1,1,53967,9,0,5500,1,10.99,0.1,7,661,1,0
31,0,1,75588,10,3,9000,0,12.53,0.12,8,685,0,0
29,0,3,75797,6,3,9000,5,13.49,0.12,6,626,1,0
31,0,1,76227,8,3,9000,2,15.33,0.12,10,605,0,0
30,1,1,79445,6,3,9000,1,12.42,0.11,5,602,1,0
34,0,3,54153,9,2,10000,5,13.43,0.18,6,576,1,0
28,1,1,53654,6,0,7000,0,13.06,0.13,9,599,1,0
30,1,3,54004,6,0,6800,1,6.91,0.13,7,644,1,0
28,0,3,80031,7,3,9000,0,13.99,0.11,7,661,1,0
27,0,0,53710,6,2,2000,4,13.35,0.04,5,650,1,0
30,1,1,81104,8,3,9000,0,12.87,0.11,8,542,0,0
32,0,1,53619,13,0,15600,0,6.17,0.29,5,704,0,0
29,0,0,53840,7,0,24000,3,6.91,0.45,8,680,1,0
33,0,1,84962,8,3,9000,2,11.58,0.11,5,676,0,0
31,0,0,84821,13,3,9000,5,10.0,0.11,5,698,1,0
33,1,0,53836,13,0,5500,4,11.01,0.1,9,644,1,0
29,1,0,77983,7,3,9000,0,11.01,0.12,6,689,0,1
28,0,3,53729,10,2,7500,4,14.84,0.14,8,669,0,0
27,0,1,84881,4,3,9000,5,7.88,0.11,8,663,1,0
27,1,1,53885,6,0,5700,1,13.23,0.11,9,676,1,0
35,1,0,53942,12,0,6500,0,7.51,0.12,7,646,1,0
33,0,1,87174,12,3,9000,4,11.14,0.1,5,626,1,0
27,1,4,53787,1,0,6400,1,13.85,0.12,7,645,1,0
27,1,1,83946,3,3,9000,4,16.77,0.11,6,594,0,1
27,1,0,46228,7,0,14000,3,14.26,0.3,9,622,0,1
28,1,0,91096,4,3,9000,0,12.21,0.1,8,567,1,0
29,1,1,94209,5,3,9000,2,12.42,0.1,6,649,1,0
30,1,0,53807,8,0,11000,2,8.0,0.2,5,634,0,0
27,1,0,100378,6,3,9000,1,15.31,0.09,5,715,1,0
27,0,3,53722,5,0,7500,3,8.0,0.14,8,677,1,0
34,1,3,101813,10,3,9000,4,5.79,0.09,10,666,1,0
31,0,1,53477,11,2,17350,2,13.55,0.32,7,714,0,0
28,0,3,81247,8,3,9000,3,16.29,0.11,9,562,0,1
28,1,1,102726,3,3,9000,0,11.01,0.09,7,639,1,0
27,0,1,47037,4,0,12000,0,16.77,0.26,6,644,0,1
33,1,3,53675,10,0,9275,1,7.29,0.17,7,678,0,0
27,0,4,53577,4,0,10000,3,6.92,0.19,9,683,0,0
28,1,3,53745,6,0,6000,3,13.06,0.11,10,561,1,0
27,0,2,102785,7,3,9000,2,10.36,0.09,5,647,1,0
27,0,1,88943,5,3,9000,1,9.63,0.1,7,698,0,1
33,0,3,106358,11,3,9000,5,14.54,0.08,9,614,1,0
27,0,1,106563,4,3,9000,0,6.91,0.08,10,580,1,0
33,0,1,54024,12,0,5000,1,11.01,0.09,8,655,1,0
30,1,4,78426,7,3,9000,3,16.0,0.11,5,692,0,1
27,1,1,109036,6,3,9000,0,13.49,0.08,7,625,1,0
31,1,0,109173,11,3,9000,4,5.42,0.08,9,677,1,0
27,1,3,53795,6,0,11500,3,15.27,0.21,10,589,1,0
28,1,1,54012,3,0,4325,2,7.49,0.08,5,685,0,0
27,1,4,46839,4,0,6000,4,10.99,0.13,10,671,0,1
27,1,1,136196,3,3,9000,0,11.01,0.07,7,627,1,0
33,0,3,106022,12,3,9000,3,14.65,0.08,7,536,0,1
29,0,0,54311,8,0,5000,4,11.01,0.09,7,584,1,0
32,0,4,54289,8,0,6500,2,14.84,0.12,7,653,1,0
27,0,4,156795,5,3,9000,2,7.05,0.06,6,637,0,0
29,1,1,54021,5,0,21000,2,10.99,0.39,8,656,0,0
28,1,3,54433,6,0,6000,1,12.72,0.11,7,631,0,0
30,1,0,54426,7,0,21250,5,13.48,0.39,6,650,0,0
34,1,1,54400,9,0,9600,0,7.49,0.18,8,696,1,0
32,1,3,55004,8,2,15000,1,7.51,0.27,5,672,0,0
32,0,1,54270,7,0,6000,5,8.9,0.11,9,679,0,0
32,1,1,60488,10,3,8900,3,11.01,0.15,7,682,1,0
30,1,4,97050,7,3,8900,3,6.17,0.09,10,709,0,0
31,0,3,140682,10,3,8900,5,10.0,0.06,5,622,0,0
28,0,1,54300,5,0,10000,4,8.59,0.18,6,666,0,0
28,0,1,54435,6,0,6000,5,8.0,0.11,9,697,0,0
33,0,1,54370,10,2,20000,1,11.01,0.37,6,645,0,0
28,0,0,54226,6,0,20000,5,9.45,0.37,10,606,1,0
28,1,4,29376,1,3,8875,5,10.65,0.3,9,571,0,1
27,1,3,54764,4,2,10825,3,10.99,0.2,8,672,0,0
27,0,1,40416,8,3,8875,4,14.65,0.22,8,673,1,0
34,1,1,40722,12,3,8875,3,7.66,0.22,7,712,0,0
30,0,1,46541,7,3,8875,4,16.89,0.19,5,642,1,0
28,1,3,61458,4,3,8825,2,11.49,0.14,7,634,0,0
29,0,3,35111,3,3,8800,0,10.0,0.25,10,629,0,1
28,1,0,54909,10,2,3600,1,7.88,0.07,6,557,0,0
27,1,1,51320,7,3,8800,0,11.71,0.17,5,578,1,0
28,0,4,54918,3,0,1000,5,13.06,0.02,8,628,1,0
28,1,0,51377,7,3,8800,3,12.42,0.17,10,669,0,0
31,1,0,56222,6,3,8800,5,12.84,0.16,10,566,1,0
35,1,1,55956,10,3,8800,4,14.27,0.16,7,663,0,0
29,0,1,55018,5,0,5000,3,14.72,0.09,8,687,1,0
29,1,0,56448,6,3,8800,1,14.42,0.16,7,712,1,0
29,1,3,58727,11,3,8800,3,8.49,0.15,9,674,1,0
31,0,1,61138,7,3,8800,3,6.17,0.14,9,656,1,0
27,1,3,72998,5,3,8800,2,11.36,0.12,10,575,1,0
27,0,1,79149,4,3,8800,1,6.03,0.11,9,634,0,0
30,1,1,79007,8,3,8800,0,10.0,0.11,8,577,1,0
29,1,0,80191,11,3,8800,0,10.71,0.11,10,655,0,0
28,1,3,112889,4,3,8800,5,7.88,0.08,7,632,1,0
31,1,4,120780,11,3,8800,1,10.0,0.07,8,678,0,0
27,0,1,54292,1,3,5000,5,16.89,0.09,10,582,0,1
32,0,1,55089,12,0,7200,4,12.69,0.13,9,697,1,0
29,1,3,61008,5,3,5000,1,10.37,0.08,5,634,1,0
31,1,1,61088,4,3,5000,3,6.91,0.08,7,612,1,0
35,0,4,54945,15,2,10000,5,16.77,0.18,5,694,0,0
27,1,0,61222,4,3,5000,0,13.61,0.08,8,644,1,0
30,1,0,60849,11,3,5000,3,11.14,0.08,8,594,1,0
32,1,3,53838,5,3,5000,4,20.0,0.09,10,652,0,1
27,1,0,53697,1,3,5000,2,16.35,0.09,6,679,0,1
31,1,2,47943,7,0,4000,0,16.77,0.08,9,570,0,1
35,0,0,53919,14,3,5000,4,16.95,0.09,9,665,0,1
31,0,1,55297,8,0,12250,0,14.27,0.22,10,672,1,0
32,1,0,53839,9,3,5000,0,18.25,0.09,5,588,0,1
27,1,0,53728,2,3,5000,4,13.79,0.09,8,555,0,1
28,1,4,61076,5,3,5000,3,10.59,0.08,9,671,0,0
28,0,0,54789,5,2,10500,3,15.96,0.19,8,534,1,0
35,1,2,61460,15,3,5000,5,13.57,0.08,8,656,1,0
29,0,4,61793,7,3,5000,2,9.88,0.08,8,707,1,0
35,1,3,62156,11,3,5000,1,12.98,0.08,10,631,0,0
30,1,4,54901,10,3,5000,3,12.73,0.09,8,611,0,1
29,0,1,62181,8,3,5000,0,8.0,0.08,6,673,0,0
27,1,1,55359,6,3,5000,1,16.0,0.09,10,689,0,1
27,1,1,54947,0,2,12000,3,6.03,0.22,7,626,1,0
28,0,0,62365,8,3,5000,1,11.14,0.08,10,609,1,0
27,1,1,55274,0,0,3000,1,6.62,0.05,10,604,1,0
28,1,1,63514,1,3,5000,4,11.01,0.08,6,525,1,0
27,1,1,55268,4,0,10000,1,10.65,0.18,8,561,1,0
29,0,1,54613,5,2,10000,3,17.58,0.18,6,681,1,0
28,0,0,55123,4,0,3675,5,11.01,0.07,6,675,1,0
35,1,2,25251,11,3,8500,4,13.57,0.34,10,724,0,1
35,0,1,25055,15,3,8500,1,15.05,0.34,10,672,0,1
29,1,4,27361,5,3,8500,0,14.11,0.31,7,546,0,1
27,0,0,28573,3,3,8500,5,11.01,0.3,7,620,0,1
32,1,0,55011,9,0,8000,3,14.65,0.15,8,672,1,0
32,0,1,54911,9,0,14000,5,12.69,0.25,9,704,0,0
33,0,0,30857,11,3,8500,0,13.43,0.28,6,557,0,1
30,1,3,54840,6,0,7500,2,7.9,0.14,5,566,1,0
27,0,1,55338,9,0,5000,3,6.03,0.09,9,669,1,0
32,0,3,54919,8,0,2100,0,6.99,0.04,10,588,0,0
28,1,1,54955,4,0,8000,2,7.49,0.15,8,671,1,0
32,0,4,54892,8,0,9250,3,8.49,0.17,6,646,1,0
28,1,3,33441,6,3,8500,5,15.96,0.25,10,648,0,1
31,0,0,47396,8,0,2200,0,7.49,0.05,6,637,0,1
35,0,1,34802,14,3,8500,3,11.58,0.24,6,663,1,0
27,1,3,47649,7,0,5000,2,18.79,0.1,6,620,0,1
28,0,4,55034,5,0,10000,0,5.99,0.18,10,685,0,0
32,1,0,54816,10,0,6000,4,7.49,0.11,6,673,0,0
34,1,3,54752,10,2,7000,5,5.42,0.13,5,662,0,0
28,1,0,38864,7,3,8500,3,16.07,0.22,10,670,0,1
31,1,0,55365,8,0,6000,5,10.99,0.11,10,711,1,0
27,0,0,55220,4,0,4000,4,6.99,0.07,7,668,0,0
30,1,4,47908,9,0,3000,2,13.99,0.06,10,658,0,1
28,0,1,40452,4,3,8500,3,13.99,0.21,9,670,0,0
35,1,4,55145,16,0,6000,5,6.99,0.11,9,682,1,0
27,0,1,45853,4,3,8500,4,10.0,0.19,10,552,1,0
27,1,0,46679,4,3,8500,1,6.99,0.18,10,617,0,0
29,0,0,54890,7,2,15000,5,11.49,0.27,8,627,0,0
30,1,0,49201,6,3,8500,3,12.53,0.17,8,626,1,0
30,1,1,49603,6,3,8500,1,12.87,0.17,7,664,1,0
32,0,4,54836,7,0,4800,1,7.49,0.09,7,719,1,0
27,1,1,51252,3,3,8500,0,9.99,0.17,8,550,1,0
27,1,0,54633,3,0,3450,4,11.99,0.06,7,628,1,0
28,1,0,55485,6,0,15000,2,15.99,0.27,8,674,1,0
30,0,0,53825,9,3,8500,1,11.36,0.16,7,616,1,0
33,1,0,55358,14,3,8500,3,10.62,0.15,6,620,1,0
29,0,0,54900,7,0,15000,4,18.49,0.27,6,539,1,0
30,1,4,55273,7,3,8500,3,11.89,0.15,7,626,1,0
28,1,0,58193,9,3,8500,1,7.88,0.15,10,655,1,0
27,0,0,54811,5,0,5400,0,12.99,0.1,7,601,1,0
34,1,4,60941,10,3,8500,5,9.45,0.14,6,702,0,0
28,1,1,64231,6,3,8500,3,5.79,0.13,9,573,1,0
32,1,4,66263,10,3,8500,2,7.49,0.13,6,680,1,0
32,1,0,54831,9,0,4000,0,7.49,0.07,7,655,1,0
32,1,0,55144,10,0,6400,1,7.49,0.12,8,680,0,0
30,0,1,70493,6,3,8500,4,11.01,0.12,5,632,1,0
27,1,4,70693,2,3,8500,2,13.49,0.12,6,689,1,0
34,1,1,73842,11,3,8500,4,10.65,0.12,6,611,0,0
29,0,3,67038,7,3,8500,4,16.29,0.13,8,504,0,1
28,1,3,55543,6,0,3600,1,11.01,0.06,8,676,0,0
28,1,0,92036,4,3,8500,3,11.01,0.09,5,689,0,0
32,1,0,40016,7,3,8475,2,11.01,0.21,6,656,0,1
30,1,0,51396,8,3,8450,3,8.59,0.16,7,655,0,0
31,0,3,55123,12,0,15000,2,13.06,0.27,5,520,1,0
29,1,0,34836,5,3,8400,5,11.48,0.24,6,677,1,0
34,0,1,63210,11,3,5000,5,13.99,0.08,8,663,0,0
30,0,4,54726,9,0,4450,0,10.37,0.08,6,637,0,0
28,1,0,63150,6,3,5000,3,12.23,0.08,9,560,1,0
28,1,0,63835,6,3,5000,2,13.48,0.08,7,669,0,0
29,0,1,63473,5,3,5000,4,10.99,0.08,9,670,1,0
35,1,0,54965,17,0,7500,0,7.29,0.14,9,688,0,0
29,1,4,64782,6,3,5000,2,5.42,0.08,6,683,0,0
27,0,1,54978,6,0,5000,0,9.25,0.09,10,682,1,0
28,0,3,47740,3,0,3375,3,14.83,0.07,8,624,0,1
28,1,4,65140,6,3,5000,5,12.18,0.08,5,648,1,0
31,0,1,65784,8,3,5000,2,10.59,0.08,5,579,0,0
34,0,4,65906,12,3,5000,4,9.63,0.08,6,686,1,0
32,0,1,65489,12,3,5000,3,7.9,0.08,7,533,1,0
32,0,1,54718,8,0,5000,0,5.79,0.09,5,553,1,0
35,1,3,66227,11,3,5000,3,11.34,0.08,10,541,1,0
28,1,4,66839,6,3,5000,1,6.03,0.07,6,682,1,0
27,1,1,54772,0,0,6800,0,6.17,0.12,9,641,1,0
27,1,4,55143,3,0,12000,4,6.91,0.22,8,537,1,0
27,1,1,67153,2,3,5000,1,13.48,0.07,5,665,0,0
31,0,0,59650,5,3,5000,0,16.4,0.08,5,686,0,1
29,1,3,54954,8,0,4000,4,6.17,0.07,9,645,1,0
31,0,4,66703,10,3,5000,4,11.01,0.07,10,678,1,0
31,1,0,66623,10,3,5000,4,8.0,0.08,9,624,0,0
28,1,0,55060,9,0,3000,1,5.79,0.05,8,698,0,0
30,1,3,54890,5,0,8000,5,10.36,0.15,9,622,0,0
27,1,0,54837,7,0,10000,3,6.17,0.18,9,657,1,0
27,0,1,66785,5,3,5000,0,13.8,0.07,6,599,1,0
30,0,1,59828,7,3,5000,1,10.74,0.08,10,645,0,1
29,0,4,66652,7,3,5000,1,7.14,0.08,5,635,0,0
30,0,1,59818,6,3,5000,2,15.31,0.08,10,603,0,1
31,0,1,66709,13,3,5000,2,12.18,0.07,8,702,1,0
27,0,3,55025,6,2,15250,1,13.98,0.28,10,531,1,0
28,1,1,67063,3,3,5000,3,12.53,0.07,10,589,0,0
29,1,3,55082,9,2,10000,4,7.88,0.18,10,663,1,0
34,1,1,68097,10,3,5000,4,8.9,0.07,8,663,0,0
32,1,0,54886,7,0,15000,4,7.51,0.27,5,675,1,0
33,0,0,62018,11,3,5000,3,14.96,0.08,9,605,0,1
29,1,0,69983,4,3,5000,0,11.86,0.07,6,553,1,0
27,0,1,69792,6,3,5000,3,11.01,0.07,6,674,1,0
35,1,0,54801,10,0,6500,3,13.98,0.12,10,698,0,0
34,0,4,55002,11,0,5300,3,13.23,0.1,6,659,1,0
34,0,1,55261,14,0,12000,5,11.86,0.22,9,645,1,0
33,1,3,70425,14,3,5000,5,7.51,0.07,7,607,1,0
29,1,4,54927,4,0,8000,2,15.58,0.15,9,683,0,0
30,0,4,55174,8,0,2500,3,6.76,0.05,10,683,1,0
28,0,0,63259,7,3,5000,2,11.36,0.08,7,697,0,1
27,1,0,54934,8,0,3900,2,11.36,0.07,6,652,1,0
31,1,0,54977,6,0,10000,5,9.88,0.18,8,667,1,0
28,0,3,72050,7,3,5000,2,5.79,0.07,10,444,1,0
28,1,1,73102,3,3,5000,4,8.49,0.07,5,608,1,0
27,0,0,65827,1,3,5000,0,11.99,0.08,10,679,0,1
31,0,4,55035,8,0,7500,5,10.62,0.14,5,629,0,0
31,1,0,54861,9,0,2500,0,7.88,0.05,8,673,0,0
32,1,3,72818,9,3,5000,3,7.29,0.07,9,564,1,0
30,1,0,73086,7,3,5000,3,11.01,0.07,8,673,0,0
31,0,3,47801,8,0,22000,1,11.36,0.46,5,680,0,1
29,0,3,55231,7,2,6800,1,10.62,0.12,5,642,1,0
28,1,4,72924,7,3,5000,2,15.7,0.07,7,635,0,0
27,1,0,65927,4,3,5000,0,13.17,0.08,8,654,0,1
29,1,4,54803,8,0,14000,2,13.48,0.26,5,670,1,0
30,0,2,73176,9,3,5000,0,11.01,0.07,7,666,0,0
30,0,0,65645,10,3,5000,5,15.13,0.08,9,584,0,1
32,1,1,72921,9,3,5000,5,8.88,0.07,10,636,1,0
30,1,1,73212,7,3,5000,5,12.69,0.07,8,712,1,0
30,1,0,54859,9,0,3250,1,10.62,0.06,6,561,0,0
28,1,1,73687,7,3,5000,5,10.37,0.07,7,669,0,0
27,1,1,75397,5,3,5000,0,11.01,0.07,5,603,0,0
28,0,3,55082,5,2,15000,3,9.88,0.27,6,648,1,0
29,0,3,55206,10,2,20000,5,10.62,0.36,6,660,1,0
27,1,0,76738,4,3,5000,0,10.0,0.07,5,708,1,0
34,0,1,77438,11,3,5000,1,9.63,0.06,7,650,0,0
27,0,3,77573,5,3,5000,5,12.99,0.06,8,582,1,0
27,0,0,54757,2,2,3500,4,11.14,0.06,8,635,0,0
27,1,0,55125,4,0,18000,3,12.87,0.33,8,502,1,0
27,0,1,55350,5,0,12000,2,8.94,0.22,6,684,0,0
35,1,0,55030,12,0,1000,5,11.01,0.02,10,651,1,0
27,1,0,78686,8,3,5000,0,13.99,0.06,9,657,0,0
28,0,0,71929,4,3,5000,0,15.23,0.07,6,671,0,1
27,1,1,54726,4,0,4000,5,11.01,0.07,7,629,1,0
27,1,1,55006,5,0,16750,0,8.94,0.3,7,677,1,0
30,1,0,54864,7,0,10000,5,13.57,0.18,6,672,1,0
34,0,1,78575,7,3,5000,2,10.59,0.06,9,636,1,0
27,0,3,79991,3,3,5000,3,13.99,0.06,10,533,1,0
33,1,0,80483,10,3,5000,1,7.29,0.06,8,522,1,0
27,1,4,73008,5,3,5000,4,14.54,0.07,10,589,0,1
34,1,1,55156,12,0,3800,0,13.16,0.07,5,650,1,0
29,1,4,47768,8,0,10000,4,11.01,0.21,5,687,0,1
27,0,0,72976,6,3,5000,2,15.21,0.07,9,599,0,1
29,1,1,73054,11,3,5000,3,14.22,0.07,9,692,0,1
